date,r_etf,r_gbi,r_cea
2021-07-19,-0.017248887609556167,0.0006719971593305719,0.02067107311976636
2021-07-20,0.01398624197473987,0.0005359976762934461,0.018564655161256622
2021-07-21,0.04785602117763514,0.0007660674130083504,0.007851975282685391
2021-07-22,0.01775422937431549,0.0006185051464998768,0.03333031468373008
2021-07-23,-0.007680529307778044,0.00047662167782989284,0.02578149729375498
2021-07-26,-0.005411686960726021,0.000857013576476773,-0.04505832624669064
2021-07-27,-0.06484864674092511,0.00013902621998995553,0.003116695162012729
2021-07-28,-0.004144224746026477,-0.00018562415064378988,-0.03977001281004825
2021-07-29,0.06976776497787615,0.0002784345672699358,0.008723742031174696
2021-07-30,0.013846375063257416,0.0008474347460043257,0.022590338041054713
2021-08-02,0.00609293583338101,0.0016981151793712262,-0.04107585727418307
2021-08-03,-0.044244701797757316,0.0002320246945689103,0.027508136832765862
2021-08-04,0.06676817646484028,7.336024088010097e-05,0.09388019760566053
2021-08-05,0.004444451760423976,0.0002618430746040179,-0.06692637831856588
2021-08-06,0.016856390322500792,0.00026293609933025416,-0.035976436886732154
2021-08-09,-0.03099879201771977,-0.0003126565344348463,-0.04914898986897904
2021-08-10,-0.006769488055246482,-0.0003342766528528762,0.09274658503678368
2021-08-11,0.009763502267851217,-3.4999347085879285e-05,0.010429873364495978
2021-08-12,-0.0014958865915826911,0.0003900109230767367,-0.008443416729340179
2021-08-13,-0.01053433368495944,0.00010546416410437888,-0.02613691686743892
2021-08-16,-0.03150471851489743,0.00011504372292904017,-0.047402238894583906
2021-08-17,-0.001562500317891557,-9.226851603848301e-05,0.0050358425229546705
2021-08-18,-0.011006400417222081,0.0004627777153532942,0.0021229381706636963
2021-08-19,0.024210475750599474,0.0003153983386483211,-0.02696529149248436
2021-08-20,0.0,7.700037346840745e-05,-0.19439654360627828
2021-08-23,0.026647941482891582,0.00014093048673333966,0.18863627343313746
2021-08-24,0.02081859575603209,0.00021962109520988382,0.0
2021-08-25,0.021834928603200163,0.00016138725340798858,-0.08346822277133432
2021-08-26,-0.013043663192029339,-0.000455289596002513,0.031125940560750093
2021-08-27,0.018070603760003412,-7.967843711616944e-06,-0.07948311056883818
2021-08-30,0.03449831722421495,0.0004513419165140295,0.02602210536320011
2021-08-31,-0.013235999572291381,0.00021416631573458302,0.004198437279684368
2021-09-01,-0.054028263014042316,0.00030221276181413364,-0.0035343531379573236
2021-09-02,0.029177853963244002,3.3520654454006156e-05,-0.011797577011176558
2021-09-03,-0.03437267084034797,3.786623264202267e-05,0.00022388895201551552
2021-09-06,0.011098893068048765,0.00044503362110884974,-0.01511250144576614
2021-09-07,0.024710559628662043,6.970406723991449e-05,-0.0022753138371355394
2021-09-08,-0.016648954957635013,-0.00023737204521423022,-0.023042494147154355
2021-09-09,0.0007296607401436462,-0.00015814678811890972,-0.02144033123786929
2021-09-10,0.010159739059124477,-0.00016772262016006512,0.046758139222159295
2021-09-13,-0.017480415969972827,0.0003647484403919311,0.03615658293798085
2021-09-14,0.014588150757825982,-0.00034422969945258514,-0.0017551562206483272
2021-09-15,0.02290722927523545,-8.157330794138187e-05,-0.011928570865273732
2021-09-16,-0.048577872479854275,-0.0002353181845526394,-0.0013342230131367216
2021-09-17,0.0,4.317280103677421e-05,-0.0341778202104526
2021-09-22,0.0066642231091281375,0.00035033395442456996,-0.004384453775722904
2021-09-23,0.0007377351865395941,-0.0001769611207099321,0.014008726047184472
2021-09-24,0.011001211061973364,-0.00021282502405991368,0.011563443663974268
2021-09-27,-0.019146387526374882,-0.00033967484337458847,-0.017510396231864945
2021-09-28,-0.012719961999560294,-0.000447110833150059,-0.03193372383012676
2021-09-29,-0.0159396164121573,-6.145699358711401e-05,-0.02615626017784169
2021-09-30,0.030887577848030513,0.0002544451964154114,0.015919294217491144
2021-10-08,-0.024025179586989878,0.00033589948366493885,0.053349088384834986
2021-10-11,-0.010695289116747919,-0.000502088707375203,0.043287192984491095
2021-10-12,-0.02095536517598811,-0.0002556092932372014,-0.04669589984146195
2021-10-13,0.03544284692979885,-0.00010083830226109694,0.01692851621331168
2021-10-14,0.014280588422631921,-0.00020026516336899377,-0.016245844665579358
2021-10-15,0.025056579837337688,-0.0007397022756378935,-0.0013658094542950423
2021-10-18,0.026572479070519326,-0.0009904844856114098,-0.05573908122349234
2021-10-19,0.0014164308317135062,-0.0005576053159274336,-0.035547314209580023
2021-10-20,0.016146366923641974,0.0003111477362446635,0.03626959665340396
2021-10-21,-0.013319509917488965,0.00031615395001140923,0.013387720872379251
2021-10-22,-0.015647545435214433,0.00033970658097984003,0.020682288334353774
2021-10-25,0.04004750112927532,0.0004402791715689171,0.005798462262817405
2021-10-26,-0.004832594838208829,0.0005219221288684904,-0.013738718833319516
2021-10-27,0.024608213721266186,2.3236608703010093e-06,-0.018696556919834448
2021-10-28,-0.013596402517099265,0.00042626673355380035,0.021506205220963682
2021-10-29,0.019654987188805324,0.00036646554420486423,-0.03303924992142024
2021-11-01,-0.008086297431357707,0.0003638028973755659,0.006743763515428889
2021-11-02,-0.006107925334269743,0.0009020028131150381,-0.009163314659518562
2021-11-03,-0.024114155014311727,0.000490686736463701,0.026770241064604832
2021-11-04,0.019337619150158088,0.0003350311676538923,-0.001652307705079737
2021-11-05,-0.017943890701554308,0.0014631842519973839,0.00846864623703834
2021-11-08,0.028828351899977595,0.0003817848582426448,-0.0025800413045372274
2021-11-09,0.007414931175861956,5.511771212188182e-05,0.0035165901906002005
2021-11-10,-0.015567150237412258,6.816256035406441e-05,-0.003046996380608731
2021-11-11,0.0006818956963850444,-0.0002272172938072654,-0.0025854991486044983
2021-11-12,0.0020429016298001094,0.00013762694565595194,-0.015176957191235869
2021-11-15,-0.03460552917747561,0.00042849087627799137,-0.016624885969635537
2021-11-16,-0.01704586727298861,0.00011645675235792794,0.006296945001589456
2021-11-17,0.02476249623413324,0.00014314874165125103,0.014381839449416182
2021-11-18,0.0,0.0001803721770835845,-0.2464984108326268
2021-11-19,0.011118947075032854,0.0001801666633563662,-0.05862829059911614
2021-11-22,0.03530577147111387,0.0005401491511750741,0.3293432368886284
2021-11-23,-0.003341132409835199,0.0003204292140541432,0.00023226106247720737
2021-11-24,-0.023705817169976925,0.0005171385776773076,-0.027308665008124986
2021-11-25,-0.011026989748914764,0.0003401596391779202,0.007845042017760179
2021-11-26,0.011712155928511233,0.000370459775445571,0.003309695692615664
2021-11-29,0.016978336534418048,0.00042683740038446176,-0.019783746190501553
2021-11-30,0.0006731740409044118,0.00011367678063487436,0.009821614465248955
2021-12-01,-0.008108152528422586,6.281612818919486e-05,0.006652436032636797
2021-12-02,-0.0040788635748210044,0.0001147473705733675,-0.035920458147192344
2021-12-03,0.0,0.00014279812425235105,0.0036751235778911644
2021-12-06,-0.021343323095435913,0.0017358995216960054,0.021053409197832263
2021-12-07,-0.01896790270681104,-1.5612681226616067e-05,-0.07274579983080728
2021-12-08,0.01687803778735173,-0.0001085290338046213,-0.002836881335199615
2021-12-09,-0.003492843229698187,-0.00017319649636834915,0.01027758275824023
2021-12-10,0.015967017454873878,0.0002091575209539981,0.04766966128747831
2021-12-13,-0.0013783599701212709,0.0003358182030852321,-0.05536792871323059
2021-12-14,-0.011095814255054463,0.00031471191159279904,0.08134966443297213
2021-12-15,-0.004192878260035927,0.00023409594062520563,-0.11968462881319457
2021-12-16,0.00488998529419177,0.00027172499819665125,0.06577571053517586
2021-12-17,-0.024692612590371636,0.000131177753586029,0.06829087075612165
2021-12-20,-0.04754094476900002,0.00019780758910852516,0.05399329778105358
2021-12-21,0.004484312447328586,-8.862334554261725e-05,0.04467351664647364
2021-12-22,0.0014903132415589992,-4.1102865662631794e-05,-0.0517957368265922
2021-12-23,0.0059391414369611975,0.00047301345169741563,0.031657952629300774
2021-12-24,-0.03848079451057071,0.00045718948347279575,0.003887693881477395
2021-12-27,-0.0023103591331842584,0.0005485089174342177,-0.03643950131889569
2021-12-28,0.02362014571993534,0.00027353810593381677,-0.02788347935011825
2021-12-29,-0.003016593539425679,0.0005379028080440998,0.0754699342457282
2021-12-30,0.0022632978352538323,0.0007665650733762597,0.13032865688802356
2021-12-31,0.022355625502661746,0.0003981951080952916,-0.01470337516022701
2022-01-04,-0.032961785532072976,0.0006739920697379714,0.0791951137663869
2022-01-05,-0.0419968402584491,0.0004467474797970419,-0.07106268123896996
2022-01-06,0.003963540662455611,4.132933986299941e-05,0.04475472960296887
2022-01-07,-0.02321032564472506,5.484915415602871e-05,-0.03855810851673422
2022-01-10,-0.006498804351166128,0.0006780114778777816,-0.17463867858975257
2022-01-11,-0.01147553576686136,0.00038585551711477016,0.2627414353475132
2022-01-12,0.03880842702086922,0.000727158505093722,-0.040936273704426214
2022-01-13,-0.01679367736583695,0.00033084522853506356,0.00035707909681331973
2022-01-14,0.011227062593783402,0.0004067829626922229,0.030760839961211688
2022-01-17,0.013465549996587988,0.0009506080096701492,0.012215205648348812
2022-01-18,-0.004731870027833477,0.000962243347617799,0.00034193879628781137
2022-01-19,-0.029685292454532778,0.0019488806187371339,-0.04367506350266153
2022-01-20,-0.007355979225816139,0.0004391758418910117,0.03509131981127019
2022-01-21,0.0016393446294332124,0.0006962493526451456,-0.009353956995275829
2022-01-24,0.022673036014872965,0.0010975512676175809,0.007110062034603951
2022-01-25,-0.021036374438405336,0.0003973188147151995,-0.0006914434156204922
2022-01-26,0.016220955823538708,-0.0003956766765747689,0.0008642295931562961
2022-01-27,-0.02938987041317966,-5.090753632434121e-05,-0.03302021102813389
2022-01-28,-0.00999175673192048,0.00019047942305114304,0.0917323584564409
2022-02-07,0.011647386249181596,0.001311570999165911,-0.05526267867504953
2022-02-08,-0.0362144837043551,-9.675025732464212e-05,0.0072053837212701635
2022-02-09,0.005132603226520216,8.964462471683409e-05,0.0
2022-02-10,-0.0285610066897757,8.253154308336945e-05,0.025317807984289786
2022-02-11,-0.02219354295995268,-0.0024219340679877874,-0.06631788103764853
2022-02-14,0.0017937224540269007,-8.930667617169332e-05,0.03946042686776575
2022-02-15,0.04125200957740821,8.382796862096113e-05,-0.0001712182180366278
2022-02-16,-0.0017211708207729157,-0.00020163731761371542,-0.03130690462504402
2022-02-17,0.02718944040002464,8.438578115552931e-05,-0.0017683470567420034
2022-02-18,-0.009263224131872758,1.2602460055110873e-05,0.006703147342590286
2022-02-21,-0.005089069507471293,-0.00048010155398698837,0.0019320283519226676
2022-02-22,0.007623925110659366,-0.0007880633765086534,-0.0036916628020830468
2022-02-23,0.03319806940959583,-3.2917548125482437e-06,-0.005120519707654392
2022-02-24,-0.004909993497555894,2.85281817307553e-05,0.026379379209248568
2022-02-25,0.01949696202943961,-1.6458467058832925e-05,0.01692492746856454
2022-02-28,0.02070137620367636,0.000268239241388749,-0.3154703911644757
2022-03-01,0.0,-0.0002841493503704811,0.2950912288278234
2022-03-02,-0.012688512818319378,-0.000371490699857118,-0.022748137525936424
2022-03-03,-0.01527975043073509,-0.0010570613637771499,0.024476746426554383
2022-03-04,-0.017989037836073342,-0.0003225575157080185,0.0
2022-03-07,-0.034413803031542414,-2.6380685382642203e-05,-0.014964608472909086
2022-03-08,-0.01896608574896172,0.0001362927173986723,-0.0007015082714903594
2022-03-09,-0.000870700969244032,-0.0004903009017630516,0.01739174271186924
2022-03-10,0.04263220179588291,-0.00021444478129096681,-0.012840710876450336
2022-03-11,-0.007540881984612685,0.00011492612709686605,0.0059202680318765355
2022-03-14,-0.031613055434945414,0.001715721907037525,0.006920442844573757
2022-03-15,-0.019281929549450284,-0.0005463162362422554,-0.0438798258443495
2022-03-16,0.04836866785128446,-0.0006565232687619574,0.026488083132480224
2022-03-17,0.0067227143948767375,-0.0002171046004747686,0.0
2022-03-18,-0.005037794029957181,0.0006693002984752264,-0.026668247082161294
2022-03-21,0.009216655104924048,0.0005047011729813789,0.05264373348542188
2022-03-22,-0.01512633883015193,-0.00035364854183792476,-0.008583743691391442
2022-03-23,0.0033812373718693574,7.414476081416888e-05,0.0068728792877620504
2022-03-24,-0.015306421282675545,0.00010599000024491983,-0.0067004803562083805
2022-03-25,-0.028685147998858778,0.00028057213839181535,-0.0001723989315535654
2022-03-28,-0.017794063800467823,0.0006799646943782472,0.0
2022-03-29,0.0035842332278151067,4.004806865989316e-05,0.008583743691391435
2022-03-30,0.03601618962470721,0.0005424110440412396,0.0
2022-03-31,-0.03155388860130851,0.0003903100108700169,0.0008543358059155359
2022-04-01,0.003555559301333184,0.00048712556610771006,-0.0008543358059155315
2022-04-06,-0.024249055253314274,0.0015026208365504585,0.025317807984289786
2022-04-07,-0.017423641147253803,0.0008906528789631141,-0.01680711831638129
2022-04-08,-0.006496542570398203,0.0006812594110790115,-0.03413536042119343
2022-04-11,-0.05946142522139914,0.00034891788033899964,0.05094247873757474
2022-04-12,0.013739175883303912,7.479127369478402e-05,-0.04255961441879589
2022-04-13,-0.009794397592287698,0.00038314929536987645,0.0425596144187959
2022-04-14,-0.008897735419865003,0.000670430887406458,0.0
2022-04-15,-0.01500778543368945,0.0002508187062836315,-0.05129329438755058
2022-04-18,0.020948396963810432,-0.0002917190259387948,0.05129329438755048
2022-04-19,0.0009866799024451063,-0.00026671110191709097,0.0
2022-04-20,-0.04127410196512339,-7.909978988124709e-05,0.0
2022-04-21,-0.0462753433721665,0.00020237388453186816,0.0
2022-04-22,-0.00864870255853172,0.00022414536493335543,0.0
2022-04-25,-0.07552884246673702,0.000465036792899338,-0.10536051565782628
2022-04-26,-0.022499468937714408,0.0002997332396626708,0.06280090123903044
2022-04-27,0.09585439750483156,0.0002054016276446643,0.025752496102414764
2022-04-28,-0.0032697576815568182,1.7977444844504193e-05,0.0
2022-04-29,0.04483141329673011,0.0003502233049762342,-0.00851068966790862
2022-05-05,-0.002089864919459242,0.0007164045509569255,-0.0454623740767574
2022-05-06,-0.021142436573809126,0.00018446183855194568,0.04546237407675741
2022-05-09,0.011683616708486156,0.0005945081871021507,0.024317307650706214
2022-05-10,0.027084988999926833,0.0005903508790794414,-0.03290105134209775
2022-05-11,0.040287422062678165,0.0005519834327808282,0.0
2022-05-12,-0.00395648389507448,0.00034700679835307486,0.0
2022-05-13,0.00099058948169631,0.000645904742282147,0.0
2022-05-16,-0.009950330853168092,0.0003602227343834987,0.0
2022-05-17,0.03246719013750141,0.00042949363794934355,0.0
2022-05-18,0.00963398588113401,0.00046724438869449387,0.0
2022-05-19,0.03207822215561616,0.00033701759258216157,0.050430853626891904
2022-05-20,0.011998298066801005,0.0002946618559884933,-0.05043085362689197
2022-05-23,-0.0018365478073015034,0.0008899581484257384,0.0165858294659935
2022-05-24,-0.035550984264318866,0.0002137101854563663,0.0035548069596508967
2022-05-25,0.004750602758597799,0.0001184677416160009,-0.0030462030663441003
2022-05-26,0.0018939399600707832,0.0008169910798995658,0.0
2022-05-27,-0.004741592572582329,0.00030478134066277046,-0.07530817059142439
2022-05-30,0.013220211428134737,-4.7008084048363465e-05,0.07530817059142443
2022-05-31,0.020427822690098005,-0.0005464284605206549,-0.07933674223652108
2022-06-01,0.0036697288889624017,-0.0004931769182850008,0.009132483563272474
2022-06-02,0.02531780798429,-0.00033378947931743023,0.07020425867324856
2022-06-06,0.05133793624823063,-0.0003707072080604315,0.0
2022-06-07,0.0,-0.00017268282295422203,0.0
2022-06-08,0.002541297428672548,0.00015698561665052557,0.0
2022-06-09,-0.015345569674660421,0.00037828820979328746,0.011794576492837097
2022-06-10,0.026283836074228035,0.00010983371565265917,-0.011794576492837041
2022-06-13,0.009991756731920398,0.00022720387859025885,0.0
2022-06-14,-0.007484442422136998,5.354768273675716e-05,0.0
2022-06-15,-0.008382278752804388,-5.46294836540997e-05,0.0
2022-06-16,0.01337812594617605,-3.4077327951351086e-05,0.0
2022-06-17,0.036693884256811485,0.0002082322039978081,0.0
2022-06-20,0.019033088431828674,5.353841612474117e-05,0.004228336109521105
2022-06-21,-0.015037877364540446,1.2437807582365455e-05,0.005889794056063614
2022-06-22,0.007942853513936731,0.00016492151800852646,0.006688988150796489
2022-06-23,0.025001302205417186,0.000341652466005126,-0.08701137698962981
2022-06-24,0.021374859584733612,-0.00019892268297696817,0.10681400428580953
2022-06-27,0.004521484718845837,-9.028503315462775e-05,-0.019802627296179754
2022-06-28,0.01788423225642094,-0.0003487822263492318,-0.01680711831638129
2022-06-29,-0.04687176912967313,0.00029633747647559583,-0.017094433359300068
2022-06-30,0.025975486403260736,9.569608229167173e-05,-0.008658062743114541
2022-07-01,-0.003777866223482596,0.00039782451058764526,0.003298900465493359
2022-07-04,0.019490871888038785,0.00025990580317114455,0.02245359563692141
2022-07-05,0.00886923774077979,-0.00010914140306172622,-0.02575249610241474
2022-07-06,-0.004424785980355695,7.294235692942767e-05,-0.004008021397538711
2022-07-07,0.02769856375265486,0.00011183461455046221,0.02976051749995338
2022-07-08,-0.029177853963244075,0.00017664079492144615,-0.03413536042119343
2022-07-11,-0.03234580594305481,0.0005335142080204907,0.017040927061893432
2022-07-12,-0.013857034661426241,0.0005040929321629575,0.0
2022-07-13,0.026770241064604832,0.00045961485947678803,0.01878791386563327
2022-07-14,0.02754174828913526,0.0005499654523084328,-0.031628624742083625
2022-07-15,-0.01404829018622021,0.00048501258211152326,0.01697010421846156
2022-07-18,0.005198674909237677,0.0006517019615287533,-0.011049836186584935
